,turn,author civ,subject civ,cable
454,23,Morocco,Korea,I hope all is going well
455,23,Morocco,Korea,We imagine the Koreans to be a neutral country
456,23,Morocco,Korea,Please inform on the Koreans economic strategies as the foreign office is quite distressed about the Koreans ambition
457,23,Morocco,Korea,The Germans economic force has come to a strong degree according to the Iroquois agents
458,23,Morocco,Korea,The hazard that the Koreans represent is characterized as minor by our diplomatic cables
459,23,Morocco,Korea,With appreciation
460,23,Morocco,Korea,Korea desk
461,23,Germany,Morocco,Greetings foreign correspondent
462,23,Germany,Morocco,Best wishes from His Honor the Foreign Secretary
463,23,Germany,Morocco,Our relations with the Moroccans currently are friendly
464,23,Germany,Morocco,The Songhais relations with the Koreans now are friendly
465,23,Germany,Morocco,The risk that the Moroccans constitute is portrayed as minor by our intelligence officers
466,23,Germany,Morocco,We are periodically reminded by the Moroccans behavior why we call the Moroccans a neutral country
467,23,Germany,Morocco,Respectfully
468,23,Germany,Morocco,His Honor the Foreign Secretary
469,23,The Iroquois,Germany,Dearest ambassador to Germany
470,23,The Iroquois,Germany,All of us send our best wishes to those abroad in our service
471,23,The Iroquois,Germany,Please inform on the Germans military plans as the foreign office is acutely concerned about the Germans actions
472,23,The Iroquois,Germany,The Moroccans representatives currently look at the Songhai as a neutral civilization
473,23,The Iroquois,Germany,We believe the Germans to be an average target for attack
474,23,The Iroquois,Germany,The Germans economic potency has hit an average position according to our agents
475,23,The Iroquois,Germany,The risk that the Germans show is characterized as moderate by our sources
476,23,The Iroquois,Germany,A friendly position with the Germans is what we declare
477,23,The Iroquois,Germany,Respectfully
478,23,The Iroquois,Germany,Germany desk
479,23,Germany,Singapore,To Foreign Office
480,23,Germany,Singapore,I hope this information finds you well
481,23,Germany,Singapore,Our relations with Singapore presently are neutral
482,23,Germany,Singapore,We believe Singapore to be a favorable target for attack
483,23,Germany,Singapore,Yours in service
484,23,Germany,Singapore,The Foreign Service
485,23,Germany,Ife,To Ambassador
486,23,Germany,Ife,I hope this letter finds you well
487,23,Germany,Ife,There is no news today
488,23,Germany,Ife,Yours truly
489,23,Germany,Ife,The Honorable Foreign Secretary
490,23,The Iroquois,Singapore,Correspondent
491,23,The Iroquois,Singapore,I hope all is going well
492,23,The Iroquois,Singapore,We professed that dealings between us and Singapore are now friendly
493,23,The Iroquois,Singapore,Singapores military might has approached a poor status according to our spies
494,23,The Iroquois,Singapore,Very respectfully yours
495,23,The Iroquois,Singapore,The Foreign Secretary
496,24,Morocco,Germany,Greetings Germany Desk
497,24,Morocco,Germany,I hope this information finds you well
498,24,Morocco,Germany,The Incas figure the Germans military to be average
499,24,Morocco,Germany,Insofar as we can assume the Germans suspects we are a neutral party
500,24,Morocco,Germany,Very respectfully yours
501,24,Morocco,Germany,The Foreign Service
502,24,Songhai,Panama City,Dear Foreign Secretary
503,24,Songhai,Panama City,I hope all is going well
504,24,Songhai,Panama City,We regard Panama City to be an average target for attack
505,24,Songhai,Panama City,Panama Citys military power has come to an average standing according to our spies
506,24,Songhai,Panama City,Yours
507,24,Songhai,Panama City,Chief of Mission
508,24,Korea,Bogota,Greetings foreign correspondent
509,24,Korea,Bogota,The Foreign Secretary sends his regards and hopes the following proves useful
510,24,Korea,Bogota,We report Bogota to be a favorable target for attack
511,24,Korea,Bogota,We are taking a neutral manner toward Bogota
512,24,Korea,Bogota,We figure Bogotas economy to be average
513,24,Korea,Bogota,Sincerely
514,24,Korea,Bogota,His Honor the Foreign Secretary
515,24,The Iroquois,Kathmandu,To Foreign Office
516,24,The Iroquois,Kathmandu,I hope this information finds you well
517,24,The Iroquois,Kathmandu,Our relations with Kathmandu these days are friendly
518,24,The Iroquois,Kathmandu,Respectfully
519,24,The Iroquois,Kathmandu,Ambassador to Kathmandu
520,25,The Iroquois,Morocco,Colleague
521,25,The Iroquois,Morocco,Our government owes you a great debt for your sacrifice and service
522,25,The Iroquois,Morocco,We imagine that the Moroccans are a minor danger to our plans
523,25,The Iroquois,Morocco,Please inform on the Moroccans military plans as the foreign office is thoroughly concerned about the Moroccans activity
524,25,The Iroquois,Morocco,Whatever the Moroccans advertised position may be we acknowledge the Moroccans as a neutral civilization
525,25,The Iroquois,Morocco,The Koreans are exhibiting a friendly position toward the Moroccans
526,25,The Iroquois,Morocco,We are showing a friendly position toward the Moroccans
527,25,The Iroquois,Morocco,Warm regards
528,25,The Iroquois,Morocco,The Office of the Foreign Secretary
529,25,The Incas,Florence,Greetings foreign correspondent
530,25,The Incas,Florence,All of us send our best wishes to those abroad in our service
531,25,The Incas,Florence,We consider the chance of conquering Florence to be favorable
532,25,The Incas,Florence,We are taking a neutral attitude toward Florence
533,25,The Incas,Florence,Florences military power has come to a poor level according to our spies
534,25,The Incas,Florence,Yours truly
535,25,The Incas,Florence,The Foreign Office
536,25,Germany,Yerevan,Foreign Office
537,25,Germany,Yerevan,I hope this finds you in high spirits and good health
538,25,Germany,Yerevan,We are taking a neutral attitude toward Yerevan
539,25,Germany,Yerevan,We estimate Yerevan to be a favorable target for attack
540,25,Germany,Yerevan,All the best
541,25,Germany,Yerevan,The Foreign Service
542,25,The Iroquois,Mombasa,Greetings Foreign Office
543,25,The Iroquois,Mombasa,I hope this letter finds you well
544,25,The Iroquois,Mombasa,We regard the probability of forcefully dominating Mombasa to be average
545,25,The Iroquois,Mombasa,Sincerely
546,25,The Iroquois,Mombasa,Your trusted friend
547,26,Songhai,Korea,Dearest Your Honor the Foreign Secretary
548,26,Songhai,Korea,I hope all is going well
549,26,Songhai,Korea,We figure the Koreans to be an average target for attack
550,26,Songhai,Korea,Our relations with the Koreans presently are friendly
551,26,Songhai,Korea,The Koreans military potency has approached a poor level according to our spies
552,26,Songhai,Korea,The Moroccans are regularly reminded by the Iroquois behavior why the Moroccans call the Iroquois a neutral party
553,26,Songhai,Korea,Cordially
554,26,Songhai,Korea,The Ambassador
555,26,Germany,Songhai,Dearest colleague
556,26,Germany,Songhai,All of us send our best wishes to those abroad in our service
557,26,Germany,Songhai,A neutral nation is how our spies represented their association with the Songhai
558,26,Germany,Songhai,We figure the Songhai to be an average target for attack
559,26,Germany,Songhai,The obstacle that the Songhai embody is portrayed as major by our spies
560,26,Germany,Songhai,The Koreans disclosed that proceedings between the Koreans and the Iroquois are currently friendly
561,26,Germany,Songhai,Our outward diplomacy regarding the Songhai is likely friendly
562,26,Germany,Songhai,Yours truly
563,26,Germany,Songhai,His Honor the Foreign Secretary
564,26,Korea,Songhai,Dearest Your Honor
565,26,Korea,Songhai,Your humble representatives wish you well
566,26,Korea,Songhai,The Songhais economic power has come to a poor status according to our diplomatic cables
567,26,Korea,Songhai,The hazard that the Songhai constitute is defined as minor by our intelligence officers
568,26,Korea,Songhai,We are continually reminded by the Songhais behavior why we call the Songhai a neutral civilization
569,26,Korea,Songhai,Whatever the Germans public disposition may be the Iroquois imagine the Germans as a neutral nation
570,26,Korea,Songhai,Most sincerely
571,26,Korea,Songhai,Chief of Mission
572,26,The Iroquois,Korea,Your Honor the Foreign Secretary
573,26,The Iroquois,Korea,Our hearts are always hearty after hearing from you
574,26,The Iroquois,Korea,The Songhai regard the Germans to be an average target for attack
575,26,The Iroquois,Korea,We consider the Koreans to be an average target for attack
576,26,The Iroquois,Korea,According to our intelligence officers the Koreans are centered around technological preeminence
577,26,The Iroquois,Korea,This hypothesis comes from a not very sure source
578,26,The Iroquois,Korea,Whatever the Koreans popular stance may be we look at the Koreans as a neutral nation
579,26,The Iroquois,Korea,A friendly manner with the Koreans is what we affirm
580,26,The Iroquois,Korea,The Koreans military power has hit a poor standing according to our spies
581,26,The Iroquois,Korea,Your humble servant
582,26,The Iroquois,Korea,The Diplomatic Corps
583,26,Morocco,Singapore,To faithful foreign correspondent
584,26,Morocco,Singapore,I hope this information finds you well
585,26,Morocco,Singapore,We are displaying a friendly posture toward Singapore
586,26,Morocco,Singapore,Warm regards
587,26,Morocco,Singapore,The Foreign Secretarys Office
588,26,Morocco,Kathmandu,Dear Honorable Foreign Secretary
589,26,Morocco,Kathmandu,Hopefully this finds all in order at the home office
590,26,Morocco,Kathmandu,We announced that relations between us and Kathmandu are these days friendly
591,26,Morocco,Kathmandu,We report Kathmandus economy to be poor
592,26,Morocco,Kathmandu,We perceive the prospect of taking over Kathmandu to be favorable
593,26,Morocco,Kathmandu,Respectfully
594,26,Morocco,Kathmandu,His Excellency the Ambassador
595,27,Songhai,Morocco,Your Honor the Foreign Secretary
596,27,Songhai,Morocco,Hopefully this finds all in order at the home office
597,27,Songhai,Morocco,According to our spies the Moroccans are focused on unknown preeminence
598,27,Songhai,Morocco,This estimate comes from a not at all convinced source
599,27,Songhai,Morocco,The danger that the Moroccans constitute is defined as minor by our agents
600,27,Songhai,Morocco,Reliable advice of ours rates the Moroccans military might as average
601,27,Songhai,Morocco,The Iroquois infer that the Germans represent a moderate danger to the Iroquois pursuits
602,27,Songhai,Morocco,Our open diplomacy in regard to the Moroccans appears friendly
603,27,Songhai,Morocco,Faithfully yours
604,27,Songhai,Morocco,Your loyal servant abroad
605,27,Morocco,The Incas,To Chief of Mission
606,27,Morocco,The Incas,Best wishes from His Honor the Foreign Secretary
607,27,Morocco,The Incas,The Germans are taking a friendly posture toward the Koreans
608,27,Morocco,The Incas,The foreign office must have any knowledge on hand pertaining to the Incas economic power
609,27,Morocco,The Incas,Recent reports have led us to perceive the Incas as an average military player
610,27,Morocco,The Incas,Our announced policy with respect to the Incas is likely friendly
611,27,Morocco,The Incas,Our agents now look at the Incas as a neutral nation
612,27,Morocco,The Incas,Best wishes
613,27,Morocco,The Incas,The Foreign Secretary
614,27,Germany,The Incas,To ambassador to The Incan Nation
615,27,Germany,The Incas,Our government owes you a great debt for your sacrifice and service
616,27,Germany,The Incas,We consider the Incas to be an average target for attack
617,27,Germany,The Incas,The problem that the Incas constitute is described as minor by our diplomatic cables
618,27,Germany,The Incas,Please expand on the Incas economic ambitions as the foreign office is quite distressed about the Incas conduct
